age,income,credit_score,loan_amount,loan_term,previous_defaults,bureau_score,external_data_score,loan_purpose_Business,loan_purpose_Education,loan_purpose_Home,loan_purpose_Personal,repayment_behavior_Good,repayment_behavior_Poor
35,100165,385,70231,12,1,365,85,False,True,False,False,False,False
21,181040,576,290780,36,2,744,20,False,False,False,False,True,False
45,33255,525,96005,24,1,677,85,False,False,True,False,True,False
44,144544,402,193226,48,3,386,2,False,False,True,False,True,False
69,145851,609,492310,24,2,750,54,True,False,False,False,False,True
31,161215,608,272981,48,1,819,65,False,True,False,False,False,True
20,72335,499,290356,12,1,724,77,False,False,True,False,False,False
69,107923,675,153731,60,3,804,70,False,True,False,False,False,True
57,25695,459,378167,36,0,742,16,False,True,False,False,False,False
31,121158,599,79236,60,1,546,14,False,False,True,False,False,False
51,169524,731,52419,36,4,426,74,False,True,False,False,False,False
28,124647,412,94364,36,4,398,94,False,False,False,False,True,False
65,184145,556,248603,36,2,836,88,True,False,False,False,True,False
35,94353,688,293136,48,4,632,31,False,False,False,False,False,False
29,43559,520,144771,48,2,831,17,False,False,True,False,True,False
51,48036,324,404308,24,2,734,1,False,False,True,False,True,False
49,146083,311,14605,48,3,520,25,False,False,False,False,True,False
61,152450,554,476820,36,1,728,60,False,False,True,False,False,False
29,41182,704,408157,12,1,644,49,True,False,False,False,False,True
28,89443,318,226578,60,3,559,64,True,False,False,False,True,False
24,98006,560,54314,36,4,880,6,True,False,False,False,False,False
68,157293,808,442987,60,4,842,57,False,False,False,True,False,True
18,31094,837,182933,24,1,637,36,True,False,False,False,False,False
34,157150,472,42117,60,4,404,53,False,False,False,False,False,False
55,141684,738,286907,12,3,686,41,False,False,False,False,True,False
25,121948,319,96291,36,2,506,52,True,False,False,False,False,True
23,103848,421,251797,12,2,472,77,False,False,False,True,False,True
48,129381,398,248343,48,3,543,90,False,False,True,False,False,True
20,31332,666,114398,48,4,404,42,False,False,True,False,False,False
45,90269,695,362941,12,3,325,40,True,False,False,False,False,False
43,102987,467,393127,24,2,657,1,False,False,False,True,False,True
36,75809,471,347876,48,2,702,82,False,False,True,False,False,False
31,170348,723,472375,36,0,832,63,True,False,False,False,True,False
59,20924,580,99231,24,4,772,99,False,False,False,True,True,False
66,109626,357,421602,24,2,533,26,False,False,False,False,True,False
47,20463,414,257196,60,0,379,66,False,False,False,False,False,True
43,48511,811,475415,12,1,632,21,False,False,True,False,False,False
69,98422,719,485693,24,0,831,56,False,True,False,False,True,False
48,122638,371,442090,24,2,898,74,False,False,False,True,True,False
61,146299,665,82952,60,4,397,76,False,False,False,False,False,True
67,81576,715,444555,36,1,768,50,False,False,True,False,False,False
26,99414,421,54334,24,4,693,20,False,False,False,True,False,False
50,89517,491,136016,36,2,546,64,False,False,True,False,False,False
60,127445,763,157904,36,4,569,14,False,False,False,True,True,False
54,168469,540,91994,12,1,808,79,False,False,True,False,False,False
64,167520,535,117620,24,2,825,70,False,False,False,True,False,True
39,63158,830,338175,60,0,329,30,False,False,False,False,True,False
58,42763,456,492702,48,2,527,53,False,True,False,False,True,False
59,186969,763,101102,24,3,560,94,False,False,True,False,False,True
19,124188,726,167495,24,1,395,53,True,False,False,False,False,False
39,197718,572,450401,60,2,344,72,False,False,False,True,False,False
55,140606,534,284297,12,3,876,37,False,False,True,False,True,False
46,136525,730,351821,12,3,610,66,False,True,False,False,False,True
57,111128,701,99978,24,1,634,87,False,False,True,False,True,False
51,28433,808,210658,36,2,597,79,False,False,False,False,False,True
32,49086,342,190576,12,1,479,87,True,False,False,False,True,False
28,71586,555,138021,36,1,563,83,False,False,False,True,True,False
21,77104,799,423818,36,0,426,58,False,False,False,True,False,False
19,49709,314,362168,12,3,455,92,False,False,False,False,False,True
37,163687,771,299772,48,0,692,82,False,True,False,False,False,True
62,162001,849,132872,60,3,725,35,False,False,False,False,False,False
58,161439,583,350712,24,4,806,44,True,False,False,False,False,True
59,41584,659,236979,24,4,760,11,False,False,True,False,True,False
25,143549,380,160205,36,4,767,38,False,False,True,False,False,True
46,99286,729,45733,12,2,864,59,False,True,False,False,False,False
42,166245,548,97449,12,3,596,82,False,False,False,True,True,False
64,149999,659,272920,12,3,418,50,False,False,False,False,False,True
53,174813,356,73582,60,2,726,4,False,False,True,False,True,False
57,50791,726,466333,36,0,448,37,False,False,False,True,False,False
39,137925,731,483921,12,2,346,92,False,False,False,True,False,False
49,119250,584,212977,60,3,663,58,False,False,True,False,False,False
34,78817,431,144741,36,4,898,49,False,True,False,False,False,False
56,156690,590,99369,36,0,403,7,True,False,False,False,True,False
43,25668,834,473883,12,3,650,48,True,False,False,False,False,False
46,49831,791,280512,48,1,597,53,True,False,False,False,True,False
28,53377,392,363315,36,2,601,44,True,False,False,False,False,True
58,161753,753,214061,60,4,485,46,True,False,False,False,False,False
47,190824,427,358970,12,4,611,10,False,False,True,False,False,True
68,122171,394,194802,12,2,664,28,False,True,False,False,False,False
42,43185,545,402348,48,1,607,32,True,False,False,False,True,False
64,139156,545,123025,60,3,390,58,False,False,False,True,False,True
34,38482,395,163413,36,0,800,5,True,False,False,False,False,False
51,170713,377,375719,36,3,452,58,False,False,False,False,True,False
39,197826,408,293056,48,0,816,68,False,False,True,False,False,True
34,156394,660,190826,36,1,361,32,False,False,False,False,False,True
37,157202,544,207007,48,3,392,32,True,False,False,False,False,True
69,161707,641,259166,60,2,614,36,False,False,False,False,False,False
27,80282,342,109649,24,2,759,52,False,True,False,False,False,False
38,169134,802,234176,12,1,428,23,False,True,False,False,False,False
45,61081,790,234351,24,2,833,88,False,False,True,False,False,True
61,154199,326,368116,24,4,792,26,False,False,True,False,False,True
64,169725,443,32881,36,1,480,57,False,True,False,False,True,False
52,42486,757,486852,60,4,793,71,False,False,False,True,False,True
21,111321,415,483174,12,1,363,32,True,False,False,False,False,False
19,64130,386,178167,36,0,654,76,True,False,False,False,False,False
56,50257,421,323477,36,0,608,44,False,False,True,False,False,True
48,165677,319,263750,60,4,304,43,False,False,False,False,False,True
26,35896,516,432194,36,4,702,71,False,False,False,False,False,False
25,45163,674,11732,24,1,780,7,False,True,False,False,False,False
24,32379,729,19620,36,2,645,3,False,True,False,False,False,True
20,98484,737,91796,60,0,816,76,False,False,False,True,False,True
21,107908,397,493963,48,4,399,81,True,False,False,False,True,False
55,179876,322,79861,60,3,514,64,False,False,False,True,False,False
33,110909,597,160925,36,0,523,51,True,False,False,False,True,False
24,93366,326,396993,48,1,895,82,False,True,False,False,False,True
69,110417,840,360893,60,4,625,41,False,False,True,False,True,False
40,38316,333,381645,12,0,707,47,False,False,False,True,False,False
47,41839,645,297098,12,4,364,56,False,False,True,False,True,False
50,121387,309,14734,60,0,317,41,False,False,True,False,False,True
40,91792,786,270205,60,2,813,25,False,True,False,False,False,True
66,92779,773,283382,24,2,386,91,False,False,False,False,True,False
34,48379,681,433813,36,3,865,20,False,False,True,False,False,True
39,124927,692,71008,24,4,498,68,False,False,True,False,False,True
51,96441,648,491744,60,3,354,23,False,False,True,False,False,False
48,198412,715,153608,24,0,399,8,False,False,False,True,False,True
55,162182,352,194607,24,0,612,51,False,False,False,False,False,True
50,172053,321,433995,48,1,469,80,False,False,False,True,False,True
29,178458,385,422341,36,4,684,17,False,False,False,False,False,False
61,26447,333,16628,60,2,553,7,False,False,False,True,True,False
50,39996,663,351261,36,4,612,17,False,False,False,False,False,True
37,78032,410,8239,12,4,542,16,False,False,False,True,False,True
62,156285,595,88796,36,4,680,18,False,False,False,True,True,False
21,44485,441,223474,12,4,362,33,False,False,False,True,False,True
52,48742,320,364438,12,2,451,56,True,False,False,False,False,True
48,36260,307,388491,48,3,538,32,True,False,False,False,True,False
18,79846,510,423597,60,0,569,24,False,True,False,False,False,True
50,58346,544,273448,48,1,702,61,False,False,False,False,True,False
58,193501,763,141974,24,1,442,40,False,False,True,False,False,False
54,53980,652,147049,48,2,456,64,False,False,True,False,False,True
24,188337,369,205065,36,0,417,86,False,False,False,False,True,False
23,85679,500,25501,24,1,892,4,False,False,False,True,False,True
32,122780,346,218273,24,0,805,6,False,False,False,True,True,False
68,68784,375,380735,36,0,760,14,False,False,True,False,False,False
48,138454,590,345722,24,3,420,61,True,False,False,False,True,False
51,104726,601,155933,36,4,649,19,True,False,False,False,True,False
59,154275,389,65021,12,4,432,52,True,False,False,False,False,False
51,97926,847,290701,12,4,827,25,False,True,False,False,True,False
25,126553,501,329768,12,3,857,35,True,False,False,False,False,False
46,75501,725,212593,48,1,473,39,False,False,False,True,False,False
43,133931,539,229731,36,0,752,14,False,False,False,True,True,False
50,171956,316,465777,48,3,594,41,True,False,False,False,True,False
45,143637,667,27152,60,4,712,39,False,False,False,False,True,False
43,31539,587,427452,12,4,884,45,False,False,False,True,False,False
59,72709,631,380395,24,3,775,23,False,False,False,False,True,False
25,179629,465,217916,60,1,304,80,False,False,False,True,True,False
42,176536,767,134692,48,1,717,34,False,False,False,False,False,True
19,115310,613,480252,24,1,504,93,False,False,False,False,True,False
63,121735,399,29809,24,3,634,56,False,False,False,False,True,False
32,100859,469,383729,24,4,871,8,False,False,True,False,False,True
66,85756,610,460502,60,0,326,40,False,False,False,False,True,False
55,57493,834,191911,12,0,691,8,False,True,False,False,False,False
50,45363,552,461497,12,3,788,9,True,False,False,False,False,False
33,82501,716,393502,48,2,634,79,True,False,False,False,False,True
39,188138,454,91496,36,1,682,71,False,False,False,True,False,False
55,178099,463,222223,24,1,446,12,False,False,False,True,False,True
44,69476,714,448609,48,2,708,49,False,False,False,False,False,False
69,88312,618,268437,36,4,473,98,False,False,True,False,True,False
62,191239,335,45693,24,1,325,19,False,False,True,False,False,True
60,63074,488,433314,60,4,683,23,False,True,False,False,True,False
21,44495,831,430468,12,4,560,46,False,True,False,False,False,False
38,118537,309,66852,24,2,819,22,False,True,False,False,True,False
43,139547,782,356935,60,1,871,44,False,False,False,True,False,True
25,46370,380,419686,48,4,529,39,False,False,False,True,False,False
61,21132,681,65482,48,2,881,15,False,False,False,True,False,True
50,151250,343,398953,60,0,460,8,True,False,False,False,False,True
62,174607,777,255690,12,3,518,37,False,False,False,True,False,True
34,179441,621,252600,36,0,783,26,False,False,False,False,True,False
44,119244,484,272587,48,2,345,39,False,False,False,True,False,True
46,83079,831,16584,60,1,793,82,False,True,False,False,True,False
20,182285,694,175188,36,0,837,51,True,False,False,False,False,False
25,24782,308,51235,24,0,456,95,False,False,False,False,False,False
40,133793,804,312963,48,1,786,32,False,False,False,True,True,False
39,43199,529,28424,12,4,377,10,False,False,False,False,True,False
68,25057,611,233252,36,4,734,6,True,False,False,False,True,False
67,199845,446,204933,60,2,599,21,False,False,False,True,False,False
68,195486,723,262476,24,4,729,39,False,False,True,False,False,False
45,185596,751,72388,60,3,504,29,False,False,False,True,True,False
31,56833,570,75949,12,4,301,3,False,False,True,False,True,False
22,33026,349,34605,24,2,837,85,False,False,True,False,False,True
47,72224,540,172599,48,2,782,29,True,False,False,False,False,False
20,37948,743,53671,60,0,897,37,False,False,False,True,False,False
21,114202,495,184044,48,4,456,70,True,False,False,False,True,False
54,127615,300,420659,24,1,589,27,True,False,False,False,False,False
37,39239,819,173168,24,4,869,75,False,False,False,False,False,False
30,194462,421,167138,36,1,866,17,False,True,False,False,False,True
57,187477,379,317655,12,1,480,98,False,False,True,False,False,False
46,126719,697,272606,60,3,798,3,False,False,False,False,False,False
19,85294,532,360473,24,1,870,92,False,False,False,False,True,False
53,156016,693,449056,12,3,629,64,False,True,False,False,False,False
46,182403,352,422653,48,4,877,72,False,True,False,False,False,False
22,154327,408,153317,12,3,395,82,False,True,False,False,True,False
48,132698,508,378237,60,3,535,50,False,False,True,False,False,False
57,84925,457,294713,60,2,700,91,False,False,False,False,False,False
61,113474,580,446924,60,4,558,88,False,False,False,True,False,False
42,137674,783,496592,36,4,561,14,False,False,False,False,False,True
51,171388,443,448108,36,0,800,72,False,False,False,False,False,True
63,59619,487,236560,36,2,436,37,False,False,False,False,True,False
43,101899,561,91366,36,0,388,61,True,False,False,False,True,False
66,30024,389,54592,60,0,576,6,False,False,False,True,False,True
68,72960,385,352238,60,0,405,88,False,False,False,False,True,False
44,22881,342,134401,12,3,693,93,False,False,False,False,False,False
51,113297,321,144244,60,1,437,45,True,False,False,False,False,False
48,154034,556,496567,60,1,738,82,False,False,False,False,True,False
44,57344,344,70555,36,0,476,79,False,False,False,True,True,False
59,85431,631,41523,24,0,302,5,False,False,True,False,False,False
64,190091,692,277190,12,2,444,57,False,False,True,False,False,True
34,178322,745,497402,60,4,794,25,True,False,False,False,False,False
29,56901,645,148973,24,2,381,92,False,True,False,False,False,True
28,144693,826,493993,48,2,835,27,False,False,True,False,True,False
27,91088,318,458737,36,1,844,63,True,False,False,False,False,False
46,120846,351,250512,12,2,319,34,False,False,False,False,True,False
33,159005,665,300103,48,4,795,43,False,False,False,True,False,True
42,193311,340,471445,48,4,544,68,True,False,False,False,False,True
25,70387,609,423583,12,1,739,26,False,False,True,False,True,False
26,101463,845,8934,12,4,774,46,True,False,False,False,False,False
63,156496,479,320240,24,0,541,37,False,False,False,True,False,False
41,21044,483,338390,48,4,643,6,False,False,False,False,False,True
56,160319,405,80172,36,1,654,73,False,False,False,False,False,True
53,77196,650,178625,12,0,775,49,False,False,True,False,True,False
64,177921,569,392740,48,4,507,41,False,False,True,False,False,True
23,183543,593,263432,36,4,322,6,True,False,False,False,False,False
69,25812,769,438370,12,2,466,91,False,False,True,False,False,True
48,136841,459,449140,36,1,388,88,True,False,False,False,True,False
36,110697,419,73896,12,3,647,47,False,False,False,False,False,True
51,103286,705,116145,12,1,613,76,False,True,False,False,False,True
51,27903,719,433487,48,4,710,29,False,False,False,False,False,True
26,162832,348,315074,24,0,605,19,False,False,False,True,True,False
29,196832,626,384590,48,4,631,13,False,False,False,True,False,False
31,120297,819,396029,24,4,506,42,False,False,True,False,False,True
65,76747,630,411895,12,4,800,80,False,False,True,False,False,True
56,183402,509,376969,12,3,560,68,False,False,True,False,False,False
27,115558,747,295746,48,4,429,83,False,False,True,False,False,True
21,55739,624,374679,12,4,598,68,False,False,True,False,True,False
39,43386,746,411906,60,4,523,48,False,False,True,False,True,False
21,127791,460,118984,12,3,602,20,False,True,False,False,True,False
56,38608,686,308621,60,4,619,96,False,True,False,False,False,True
43,35386,746,486947,60,2,837,71,False,True,False,False,False,False
35,61950,744,435802,24,1,642,31,False,False,False,True,True,False
21,133783,783,389572,60,0,799,19,False,False,False,False,False,True
62,178857,630,260087,12,4,445,10,False,False,False,True,False,True
30,26587,848,19990,48,3,548,98,False,False,False,False,False,False
37,164989,437,356263,36,3,537,52,True,False,False,False,False,True
26,35960,827,421432,36,3,308,24,False,False,False,False,False,True
20,41869,693,493288,12,4,849,15,False,False,False,True,False,True
28,182462,667,26677,48,1,312,26,False,True,False,False,False,True
60,149070,670,159641,12,3,568,46,False,False,False,False,False,True
34,137174,326,284747,36,3,430,86,False,False,True,False,False,False
61,94123,758,163264,24,2,815,31,True,False,False,False,False,True
29,175199,484,483988,36,0,476,52,False,False,False,True,False,True
51,186925,392,241486,12,3,837,60,False,False,True,False,False,False
21,144206,817,454047,12,3,489,27,False,False,False,True,False,True
56,51781,342,192823,48,3,510,14,False,False,True,False,True,False
55,144476,451,31534,24,1,735,66,False,False,False,False,True,False
42,89855,542,113119,24,1,387,41,False,False,True,False,False,False
55,30234,338,417126,12,3,350,96,False,False,False,True,False,False
43,189831,432,488432,12,3,585,92,False,False,False,True,False,False
66,143711,406,249955,36,3,387,52,True,False,False,False,False,False
19,68137,720,329696,12,1,612,47,False,False,True,False,False,False
65,149753,355,176929,24,1,817,57,True,False,False,False,False,True
19,97990,753,215417,48,3,365,71,True,False,False,False,False,False
51,173625,698,189740,12,2,576,57,False,False,False,True,False,False
50,54550,796,68209,24,3,649,46,False,True,False,False,False,True
61,195121,681,187997,36,0,434,18,False,False,False,False,False,True
52,178018,660,41622,24,0,568,38,True,False,False,False,False,False
39,107980,480,371657,48,0,714,80,False,False,False,False,False,True
61,83879,661,82092,60,1,688,25,False,False,True,False,False,True
26,94854,423,163940,48,3,807,66,False,False,True,False,False,True
65,151627,501,469369,12,4,337,33,False,False,False,False,False,True
21,197274,500,192660,60,0,648,78,False,True,False,False,True,False
46,87163,826,339734,60,1,663,87,False,False,False,False,True,False
27,105936,677,492679,12,3,786,42,False,False,True,False,False,True
37,180206,605,156171,12,4,860,16,False,False,False,False,False,False
22,34387,367,437458,36,2,847,57,False,False,False,True,False,True
34,56445,565,99243,12,4,866,7,True,False,False,False,False,False
63,76889,381,40085,36,2,621,30,False,True,False,False,False,False
31,144342,424,7056,48,2,585,55,False,False,True,False,False,False
28,127594,419,470867,60,2,749,20,True,False,False,False,False,False
46,41398,730,19629,48,3,718,64,False,False,False,True,False,True
55,174672,832,214239,36,3,363,22,False,True,False,False,False,False
46,180133,821,358085,48,4,751,14,False,False,False,False,True,False
49,36061,771,109493,36,4,633,83,False,False,True,False,True,False
29,39643,317,75648,24,2,415,38,False,False,True,False,False,False
48,42908,777,317670,60,2,660,79,False,False,False,True,False,True
36,34671,763,148492,60,2,709,80,False,True,False,False,True,False
56,36934,331,327904,36,1,719,9,False,False,False,True,False,False
22,185884,491,276959,60,3,713,31,True,False,False,False,True,False
37,76572,403,47873,60,3,562,19,False,False,False,True,True,False
45,153609,843,376732,36,2,384,27,False,True,False,False,False,False
61,53085,471,280074,24,1,732,67,False,False,False,False,True,False
34,129236,527,223223,60,0,584,90,False,True,False,False,False,True
58,147152,632,262841,24,1,754,79,True,False,False,False,True,False
43,151204,650,70064,60,3,719,8,False,False,True,False,False,True
19,194188,828,479329,60,2,478,81,False,True,False,False,True,False
58,75856,482,194551,12,4,446,57,False,False,True,False,True,False
55,186526,389,195679,48,3,721,58,False,False,False,False,False,False
25,105178,409,362193,36,4,618,34,True,False,False,False,False,True
36,105366,773,88187,48,0,608,2,True,False,False,False,False,True
51,103028,386,70958,60,1,711,9,False,False,True,False,False,True
57,72413,647,476358,60,4,411,58,False,True,False,False,False,False
32,51417,437,22373,12,2,365,95,False,True,False,False,False,False
35,189578,657,303919,24,1,840,33,False,False,True,False,False,True
66,98929,625,6223,48,4,442,81,True,False,False,False,True,False
44,111683,658,101226,60,3,485,20,False,True,False,False,True,False
36,199949,499,282972,12,2,345,40,True,False,False,False,False,True
43,49432,358,254105,60,3,887,88,False,False,False,False,False,True
36,124085,432,304623,48,4,407,46,False,False,False,False,False,True
68,172353,692,29003,60,3,497,9,False,False,True,False,False,False
64,93914,555,199399,48,0,600,75,False,False,False,False,False,True
49,65927,686,137841,48,0,836,68,False,True,False,False,False,False
67,30345,746,256529,36,2,315,15,True,False,False,False,False,False
58,55863,468,89738,24,4,392,15,False,False,False,True,False,True
36,112091,575,34433,48,4,539,18,False,False,True,False,False,False
58,122892,408,453052,12,0,877,55,False,False,False,False,True,False
45,175642,673,330959,48,3,330,95,False,True,False,False,True,False
34,95432,446,153579,48,3,676,26,False,False,False,True,False,False
43,179094,563,422725,12,1,317,58,False,True,False,False,False,True
61,166161,320,375334,48,0,401,89,False,False,True,False,True,False
51,180185,441,297229,60,0,575,27,True,False,False,False,False,False
49,20717,545,230648,48,2,512,8,False,True,False,False,False,False
27,116090,360,209482,24,3,559,94,True,False,False,False,True,False
20,31953,764,310174,60,1,668,34,False,True,False,False,False,False
36,98116,802,14907,12,0,386,77,True,False,False,False,False,False
25,47818,497,332987,24,4,795,55,False,False,False,True,False,True
69,118802,633,426667,12,1,755,6,True,False,False,False,True,False
38,152921,326,495492,12,2,599,87,False,True,False,False,False,False
36,25577,817,351055,12,1,584,3,True,False,False,False,True,False
27,145758,330,96851,12,4,376,2,True,False,False,False,False,False
49,46870,465,386558,36,3,830,95,True,False,False,False,True,False
59,75739,786,483699,24,3,787,58,False,False,False,True,True,False
65,20654,649,499651,36,2,706,39,False,True,False,False,False,False
52,143769,471,35750,36,1,529,92,False,False,False,False,False,True
53,103029,711,270467,12,4,628,18,False,False,True,False,True,False
43,112691,584,143470,24,0,344,56,True,False,False,False,False,False
49,151870,525,331198,36,3,783,5,False,True,False,False,True,False
31,168369,647,368294,36,1,369,26,False,False,False,False,False,False
55,86677,474,258189,60,4,316,86,False,False,False,False,False,False
44,105468,349,440643,60,4,867,81,True,False,False,False,False,True
40,51085,605,23371,60,3,787,48,False,False,False,True,False,False
31,112708,642,186326,60,1,882,33,False,False,True,False,True,False
58,107954,758,420505,60,3,731,38,False,True,False,False,False,True
56,151208,374,94244,48,0,715,74,False,False,True,False,True,False
35,181887,829,63552,12,0,798,32,False,True,False,False,False,True
56,144857,785,103746,60,4,894,24,False,False,False,True,True,False
19,64816,627,295658,48,4,466,44,False,True,False,False,True,False
26,30068,404,215704,60,0,459,48,False,False,False,True,True,False
57,61111,317,456355,60,2,387,30,False,False,False,False,True,False
62,138313,674,50606,60,2,487,51,False,False,False,False,True,False
43,42259,838,458416,24,3,744,10,True,False,False,False,False,False
28,137996,649,246201,12,0,580,29,True,False,False,False,False,False
50,117462,747,333019,48,1,829,7,False,False,True,False,False,False
49,81510,375,384563,12,2,858,85,False,False,False,True,True,False
42,29460,726,136572,24,1,534,55,False,False,True,False,True,False
28,121407,772,278314,48,0,371,80,False,False,False,True,False,False
64,135080,823,60413,48,1,483,59,True,False,False,False,False,False
59,48926,642,86227,36,1,745,57,False,False,True,False,False,False
62,27533,693,365981,48,3,311,80,True,False,False,False,False,True
38,46069,556,422902,24,1,887,18,False,False,False,True,False,False
68,164252,599,381684,60,0,513,27,False,False,False,True,True,False
51,57146,635,334236,24,0,800,87,False,False,False,True,False,False
58,172711,849,307574,24,2,428,24,False,False,False,False,False,False
47,48074,811,399310,12,4,858,28,False,False,False,False,False,False
69,180949,732,349441,48,1,539,21,False,True,False,False,True,False
68,77062,695,417156,60,2,470,83,False,True,False,False,True,False
28,153962,648,159525,36,2,573,39,True,False,False,False,True,False
34,97694,615,325338,48,0,641,34,False,True,False,False,False,False
62,92255,847,457385,48,4,695,71,True,False,False,False,False,False
45,95403,598,312822,36,3,326,50,False,False,False,True,False,False
32,80561,448,44673,60,4,745,83,False,False,False,True,False,True
21,154484,791,333601,48,3,539,31,False,False,False,False,True,False
38,135819,802,59808,12,1,768,58,False,True,False,False,False,False
44,40968,635,485263,24,0,805,39,False,True,False,False,True,False
37,68639,440,378096,60,1,560,63,False,False,True,False,False,True
61,107924,801,203675,36,4,546,72,False,False,True,False,False,True
67,189489,617,261492,48,0,468,21,True,False,False,False,False,True
60,106133,515,55701,24,2,310,83,False,False,False,True,False,True
67,163697,490,274608,12,1,615,85,False,False,False,False,False,False
28,97360,733,318474,36,3,407,51,False,False,False,True,False,True
66,99335,664,194243,12,1,401,64,True,False,False,False,False,False
60,63019,516,112966,48,3,677,52,False,True,False,False,False,True
54,25039,341,94788,12,0,776,99,False,False,True,False,False,False
21,159608,511,66410,36,3,333,5,False,False,False,False,False,True
69,133650,644,84544,48,4,381,52,True,False,False,False,True,False
66,88619,838,473735,60,3,869,78,False,False,False,True,False,True
68,115965,759,392684,36,2,774,37,False,False,False,False,False,True
19,89351,601,447466,60,2,745,52,False,False,False,False,True,False
68,35198,834,405235,24,1,405,8,False,False,False,False,True,False
34,21906,579,283930,12,0,433,60,False,True,False,False,False,True
46,142678,582,53423,60,3,466,29,False,False,True,False,False,False
33,95602,445,419088,36,4,557,75,False,True,False,False,True,False
68,192517,341,451171,36,4,669,37,False,False,False,True,True,False
69,87819,596,197176,12,3,303,17,False,False,False,False,True,False
19,45020,611,211318,36,4,743,86,True,False,False,False,True,False
52,29045,648,210696,60,4,520,4,False,False,False,True,False,False
25,129162,782,468609,12,0,873,70,False,False,False,False,False,True
38,22765,492,40094,60,0,696,39,False,False,True,False,False,False
59,67599,803,195255,36,0,335,97,True,False,False,False,False,False
51,197612,748,219072,24,0,677,99,False,False,False,True,False,False
24,193904,483,207049,60,3,373,94,False,False,True,False,False,True
48,182297,712,234669,36,0,890,83,False,False,True,False,True,False
32,128297,829,345126,36,3,856,63,False,False,False,True,False,True
49,173263,533,65985,60,0,642,26,False,False,True,False,False,True
42,146649,756,124667,48,3,305,98,True,False,False,False,True,False
63,186405,830,81519,24,4,507,37,False,False,True,False,True,False
38,122127,568,359805,60,4,724,86,False,True,False,False,False,True
66,49545,411,286775,36,1,477,54,False,True,False,False,True,False
56,70435,746,24158,24,1,876,6,False,False,False,True,True,False
36,150841,405,73165,24,0,511,90,False,False,False,True,False,True
61,36428,337,264111,12,3,628,58,False,True,False,False,False,False
32,98672,388,239537,48,2,784,47,False,False,False,True,False,True
29,158009,479,309661,24,0,645,84,False,True,False,False,False,False
64,108388,326,230253,24,3,722,31,False,False,False,False,False,False
51,133457,533,170693,60,0,625,50,False,False,False,False,True,False
44,62719,847,422362,60,0,434,41,True,False,False,False,False,False
35,99558,639,258437,24,3,779,14,False,False,True,False,False,True
44,69402,787,121258,24,2,349,98,False,True,False,False,False,False
59,149263,483,386214,36,3,587,58,False,False,False,False,True,False
33,139496,488,70623,12,3,819,99,True,False,False,False,False,True
19,182007,532,413605,24,4,789,23,True,False,False,False,False,True
29,117137,749,234316,60,1,475,82,False,False,False,False,False,True
36,48992,328,127304,36,2,635,10,False,False,False,True,False,True
41,163314,633,120675,48,2,632,96,False,False,False,True,True,False
47,50734,446,292744,24,2,453,21,True,False,False,False,True,False
69,103886,382,314596,48,0,402,33,False,False,True,False,False,True
49,66015,792,104341,24,1,352,16,True,False,False,False,False,True
25,58871,439,400668,48,2,792,34,False,True,False,False,True,False
36,122552,692,73363,24,1,756,35,False,False,True,False,False,False
36,139238,467,12749,48,1,710,16,False,False,False,False,False,False
21,86133,782,96411,12,1,487,40,False,False,False,False,False,True
19,54409,433,205073,48,3,412,16,False,False,True,False,True,False
18,79546,842,159779,60,3,501,50,False,False,False,False,False,False
52,91356,346,139556,24,0,381,24,True,False,False,False,True,False
42,62438,471,36280,60,3,482,82,False,False,True,False,True,False
20,49863,559,101643,60,1,893,81,False,False,False,True,True,False
46,179687,766,389891,12,4,722,94,False,True,False,False,False,False
38,141759,445,356187,48,0,456,32,False,False,False,False,False,True
24,130782,785,215694,36,1,577,32,True,False,False,False,True,False
18,99465,516,212940,60,2,303,19,False,False,True,False,True,False
22,57706,742,166113,48,2,736,23,False,False,False,True,False,True
58,159335,425,144334,12,4,540,38,True,False,False,False,False,False
19,177780,625,362970,60,4,678,86,True,False,False,False,True,False
38,23748,770,7821,12,2,484,6,True,False,False,False,False,True
34,143714,356,71778,48,1,320,85,False,False,False,False,True,False
45,198646,648,216293,60,1,634,67,True,False,False,False,False,True
68,38782,792,171056,36,2,346,39,True,False,False,False,True,False
30,189251,491,102547,12,3,830,74,True,False,False,False,True,False
63,54924,695,167246,60,3,861,79,False,False,False,True,False,False
44,133451,312,98676,12,2,438,27,False,False,False,False,False,True
58,133089,541,403243,24,2,763,13,False,True,False,False,False,False
50,109312,592,244654,60,3,741,74,False,True,False,False,False,True
57,146537,847,457219,12,1,428,14,True,False,False,False,False,True
31,141008,517,456095,12,4,610,30,False,False,False,True,True,False
51,132341,565,30532,48,1,429,67,False,False,False,True,False,True
37,142872,780,265082,24,2,461,88,True,False,False,False,False,True
24,199965,372,297637,12,4,694,67,False,True,False,False,True,False
36,53302,549,166919,48,3,346,34,False,False,True,False,False,False
40,94842,631,85291,60,0,488,46,True,False,False,False,False,False
56,164258,561,194121,48,2,563,63,False,False,True,False,False,False
26,176255,650,352599,60,2,470,32,True,False,False,False,False,False
30,106402,763,354995,48,4,582,29,False,False,False,False,False,False
66,46853,404,50113,24,4,584,29,True,False,False,False,False,False
57,156681,628,425528,24,1,493,72,False,False,False,False,False,False
39,70516,510,424948,48,1,513,48,True,False,False,False,False,False
59,70721,629,444090,48,4,511,67,False,True,False,False,True,False
