customer_id,age,income,credit_score,loan_amount,loan_term,previous_defaults,bureau_score,external_data_score,default_risk,loan_purpose_Business,loan_purpose_Education,loan_purpose_Home,loan_purpose_Personal,repayment_behavior_Good,repayment_behavior_Poor
1401,24,34859,765,125648,24,1,542,78,0,False,False,False,False,False,False
1402,46,178308,542,337959,48,3,641,87,1,False,False,True,False,False,True
1403,25,182971,789,95693,60,2,472,55,0,True,False,False,False,True,False
1404,18,52083,520,459256,48,3,715,63,1,False,False,False,True,False,True
1405,20,87708,772,63900,12,4,402,18,1,False,False,False,True,False,False
1406,41,131462,832,282638,12,3,459,61,1,False,False,False,True,True,False
1407,40,167735,793,383630,24,3,556,92,1,False,False,True,False,False,False
1408,25,113076,381,181238,48,2,856,20,1,False,False,True,False,False,True
1409,64,39053,821,227182,48,4,875,65,1,False,False,False,True,False,False
1410,54,162157,311,161405,48,3,495,64,1,False,False,True,False,True,False
1411,20,181636,562,300194,60,2,690,76,0,False,False,False,True,False,False
1412,68,109745,748,102799,36,3,369,91,1,False,True,False,False,False,False
1413,50,89517,491,136016,36,2,546,64,1,False,False,True,False,False,False
1414,45,172225,413,234147,36,4,628,13,1,False,False,False,False,False,True
1415,64,156319,325,477782,60,1,457,68,1,False,False,True,False,False,True
1416,25,161625,798,93257,48,2,884,89,0,False,False,False,True,False,True
1417,51,171883,807,53070,36,2,354,70,1,False,False,False,False,False,True
1418,52,157207,844,272310,48,3,785,57,1,True,False,False,False,True,False
1419,49,156645,361,405337,24,4,542,45,1,False,False,False,False,False,True
1420,41,99267,528,150749,36,0,652,86,0,False,False,False,False,False,True
1421,31,158261,334,192633,24,0,709,38,1,False,False,True,False,True,False
1422,49,100077,755,494993,60,1,314,54,1,False,False,False,False,False,True
1423,63,194718,801,480125,12,4,446,36,1,False,False,False,False,False,False
1424,60,96623,324,354553,60,2,789,67,1,False,False,False,True,False,True
1425,33,151004,331,42664,60,0,324,79,1,False,False,True,False,True,False
1426,21,73687,311,397070,60,1,632,11,1,False,False,False,True,False,False
1427,69,88312,618,268437,36,4,473,98,1,False,False,True,False,True,False
1428,54,127615,300,420659,24,1,589,27,1,True,False,False,False,False,False
1429,38,150976,734,316356,36,0,869,87,0,False,False,False,False,False,False
1430,31,47564,435,482347,12,3,444,17,1,False,False,True,False,False,False
1431,48,48835,495,80276,60,3,421,87,1,False,False,False,False,True,False
1432,65,27697,432,279703,48,4,326,98,1,False,False,False,False,False,False
1433,35,100165,385,70231,12,1,365,85,1,False,True,False,False,False,False
1434,24,168118,775,113277,24,2,400,33,1,False,False,False,True,False,False
1435,27,77823,623,175116,12,0,687,5,0,False,False,True,False,False,False
1436,24,29615,479,288891,36,3,393,81,1,True,False,False,False,False,False
1437,50,156132,815,242528,48,3,366,62,1,False,True,False,False,False,True
1438,40,150499,474,471725,36,1,549,65,1,False,False,False,True,True,False
1439,38,96436,320,479085,60,3,441,71,1,True,False,False,False,False,False
1440,36,140562,404,428345,60,1,566,67,1,True,False,False,False,False,False
1441,65,91117,742,267181,12,0,851,90,0,False,False,False,False,False,False
1442,36,54782,348,371438,60,1,514,80,1,False,False,False,True,False,False
1443,53,98533,827,102847,60,3,788,80,1,False,True,False,False,False,False
1444,46,92684,444,108742,24,1,795,44,1,False,False,True,False,False,True
1445,35,99558,639,258437,24,3,779,14,1,False,False,True,False,False,True
1446,19,101422,653,53503,36,4,789,90,1,False,True,False,False,False,False
1447,18,176328,374,295351,36,3,300,91,1,False,False,False,False,False,False
1448,64,181077,618,300385,24,3,308,57,1,False,False,False,False,False,False
1449,22,26638,386,398274,12,3,679,48,1,True,False,False,False,True,False
1450,37,57419,341,466388,24,4,443,17,1,False,False,False,True,True,False
1451,28,53377,392,363315,36,2,601,44,1,True,False,False,False,False,True
1452,59,126244,806,150906,48,3,716,4,1,False,False,True,False,False,True
1453,19,194188,828,479329,60,2,478,81,0,False,True,False,False,True,False
1454,20,187706,564,264966,48,0,577,97,0,False,False,False,True,False,False
1455,40,43382,591,384446,48,1,443,30,1,False,True,False,False,False,True
1456,29,173466,763,163262,60,2,638,85,0,False,False,False,True,False,False
1457,37,87789,396,77832,24,0,758,81,1,False,False,True,False,False,False
1458,22,130634,394,288527,12,1,630,75,1,False,False,True,False,False,True
1459,54,151936,625,247046,48,3,569,55,1,False,False,False,True,True,False
1460,55,119572,373,391435,12,3,486,30,1,False,False,False,False,True,False
1461,47,191294,635,422876,36,3,471,18,1,False,False,False,True,True,False
1462,26,164738,367,244101,48,4,703,84,1,False,False,True,False,False,False
1463,51,143664,376,269818,36,4,767,98,1,False,True,False,False,False,False
1464,61,172027,507,381244,24,4,546,92,1,True,False,False,False,False,False
1465,52,130674,520,376513,48,4,822,73,1,False,True,False,False,True,False
1466,69,123533,561,27820,36,0,858,44,0,False,False,True,False,False,False
1467,39,101845,709,221112,36,0,410,62,1,False,True,False,False,False,True
1468,61,89590,630,423882,24,3,602,31,1,False,False,False,False,False,False
1469,41,147775,643,48794,12,1,772,16,0,False,False,False,False,False,True
1470,34,86471,373,400292,12,4,591,95,1,False,False,False,True,True,False
1471,27,63298,553,463070,48,1,551,93,0,False,True,False,False,False,False
1472,47,68924,631,133544,24,0,887,77,0,False,True,False,False,False,False
1473,63,167781,697,450558,48,4,474,23,1,False,False,True,False,True,False
1474,40,29726,644,42555,12,0,408,14,1,False,False,False,True,False,False
1475,49,60542,754,191280,24,0,639,2,0,False,False,False,True,False,True
1476,34,171317,414,299550,60,2,313,12,1,False,True,False,False,True,False
1477,67,54753,612,459788,24,0,621,58,0,True,False,False,False,False,True
1478,68,99788,527,45262,24,3,342,92,1,False,True,False,False,True,False
1479,34,41316,544,358464,60,0,760,96,0,False,True,False,False,False,True
1480,31,104698,825,222733,36,4,401,56,1,False,True,False,False,False,True
1481,26,35960,827,421432,36,3,308,24,1,False,False,False,False,False,True
1482,57,50791,726,466333,36,0,448,37,1,False,False,False,True,False,False
1483,19,45216,341,217208,12,3,637,29,1,False,False,False,False,False,False
1484,62,183539,764,297428,24,0,523,42,0,True,False,False,False,False,False
1485,42,84427,577,156243,60,3,409,18,1,False,False,True,False,False,False
1486,56,132470,318,357771,12,1,653,3,1,True,False,False,False,False,False
1487,26,93290,365,412549,60,2,383,77,1,False,False,False,True,False,True
1488,39,67014,466,428751,12,3,854,13,1,False,False,True,False,False,False
1489,60,155150,702,94023,12,4,365,29,1,True,False,False,False,False,True
1490,63,70519,708,212012,12,2,687,66,0,False,False,False,True,True,False
1491,21,24042,411,169772,60,2,434,59,1,True,False,False,False,False,True
1492,43,69052,573,481799,48,0,385,92,1,False,False,True,False,False,False
1493,46,34389,706,46516,12,3,383,48,1,False,False,True,False,True,False
1494,62,115961,672,282721,36,2,526,4,0,True,False,False,False,False,False
1495,51,88111,338,488050,24,4,559,51,1,False,False,False,False,True,False
1496,40,125058,404,260623,48,4,319,5,1,True,False,False,False,False,True
1497,54,113715,623,20015,48,4,334,39,1,True,False,False,False,True,False
1498,28,70733,713,96104,60,0,742,41,0,True,False,False,False,False,False
1499,23,54754,728,381556,48,1,569,5,0,False,False,False,False,True,False
1500,35,169696,360,358884,60,3,705,8,1,False,True,False,False,False,True
1501,38,105886,606,233356,60,2,807,98,0,False,False,True,False,True,False
1502,59,177753,653,490019,36,3,603,56,1,False,False,False,True,False,True
1503,53,109524,692,419452,12,2,584,25,0,False,False,True,False,True,False
1504,58,101006,503,496367,48,0,847,91,0,False,False,True,False,False,True
1505,55,44704,557,333784,12,3,328,52,1,False,True,False,False,False,True
1506,51,114913,785,88190,12,0,690,52,0,False,False,True,False,False,True
1507,34,114108,816,134516,12,0,715,7,0,False,False,True,False,False,True
1508,54,27493,745,443920,60,3,441,61,1,False,False,False,False,False,False
1509,42,89639,479,178441,12,3,640,96,1,False,False,False,False,False,True
1510,55,74383,641,139718,48,2,544,85,0,False,False,False,False,False,False
1511,29,154066,432,92007,60,4,304,47,1,False,False,False,False,False,True
1512,40,67234,742,161978,48,0,748,82,0,False,False,False,False,True,False
1513,59,198363,552,222715,60,1,565,66,0,False,False,False,True,True,False
1514,39,148674,564,52728,24,2,790,59,0,False,True,False,False,False,False
1515,38,25594,392,282022,24,2,538,5,1,True,False,False,False,True,False
1516,44,27371,710,396069,24,4,549,44,1,False,False,False,False,False,True
1517,48,67315,437,14145,24,4,590,42,1,False,True,False,False,True,False
1518,23,147251,507,93578,60,0,842,61,0,True,False,False,False,False,False
1519,44,99526,606,23226,12,2,378,63,1,False,False,True,False,True,False
1520,57,167698,565,269946,36,2,820,50,0,False,False,True,False,False,False
1521,51,106005,617,29119,36,1,749,38,0,False,True,False,False,False,True
1522,29,125573,412,68560,24,0,855,92,1,False,False,False,True,False,True
1523,62,158202,677,62353,12,0,443,95,1,False,False,False,True,True,False
1524,24,157900,753,250741,48,4,419,54,1,False,True,False,False,True,False
1525,27,77514,490,228793,12,0,864,44,1,False,False,False,True,True,False
1526,62,168955,739,390145,48,1,876,24,0,False,False,False,True,False,True
1527,34,194131,486,460342,36,0,475,63,1,False,False,True,False,True,False
1528,43,194004,666,76641,12,3,369,97,1,False,False,False,True,False,True
1529,38,95986,388,56712,12,3,502,39,1,False,False,False,True,False,False
1530,45,105959,486,450405,36,1,479,12,1,False,True,False,False,True,False
1531,63,22035,431,456000,12,4,892,63,1,False,False,False,True,True,False
1532,19,129767,675,135085,48,2,866,9,0,False,False,False,False,False,False
1533,60,191817,398,335429,12,0,409,79,1,False,False,False,False,False,False
1534,18,37241,333,120278,48,4,723,87,1,False,True,False,False,False,False
1535,68,72975,470,179021,24,4,802,22,1,False,False,False,False,False,False
1536,53,174226,665,170201,12,0,705,36,0,False,False,True,False,False,True
1537,68,176697,358,291656,48,2,390,74,1,False,True,False,False,True,False
1538,43,196022,480,107077,36,0,593,28,1,False,False,False,True,False,True
1539,46,76396,318,215103,24,2,692,56,1,False,False,False,False,False,True
1540,38,138920,525,461770,12,1,336,99,1,False,False,True,False,False,False
1541,28,164403,772,269208,48,2,816,29,0,False,True,False,False,True,False
1542,57,106226,394,100614,12,4,615,5,1,False,True,False,False,False,True
1543,28,104719,596,187639,48,1,471,4,0,False,False,False,True,False,True
1544,53,83014,474,122639,12,3,705,51,1,True,False,False,False,False,False
1545,66,59346,521,297155,24,1,561,15,0,False,False,False,False,True,False
1546,56,90411,353,338296,24,2,783,94,1,False,False,True,False,True,False
1547,57,163326,702,209583,12,1,326,60,1,False,True,False,False,True,False
1548,52,179693,617,15960,12,1,794,26,0,False,False,False,False,False,True
1549,51,96441,648,491744,60,3,354,23,1,False,False,True,False,False,False
1550,64,66121,742,126789,12,2,548,29,0,False,False,True,False,True,False
1551,41,80197,839,326064,12,4,572,86,1,False,True,False,False,False,True
1552,39,104577,581,288531,24,1,558,99,0,False,False,False,False,False,True
1553,22,114634,659,413540,12,0,490,57,0,False,False,True,False,True,False
1554,50,193503,307,68960,36,4,874,62,1,False,True,False,False,False,False
1555,53,120211,790,127994,12,1,745,59,0,False,False,False,False,False,False
1556,64,155909,640,469995,60,4,801,48,1,False,False,False,False,True,False
1557,37,163687,771,299772,48,0,692,82,0,False,True,False,False,False,True
1558,36,21466,548,388413,24,4,707,35,1,False,False,False,False,False,False
1559,52,50771,534,211168,36,4,408,46,1,True,False,False,False,False,True
1560,69,103886,382,314596,48,0,402,33,1,False,False,True,False,False,True
1561,60,85911,392,308242,36,0,525,71,1,False,False,True,False,False,False
1562,34,171818,693,468675,24,0,652,98,0,False,False,False,False,False,True
1563,62,108422,567,175307,60,3,459,10,1,False,True,False,False,False,True
1564,60,93369,716,354005,24,0,703,88,0,False,False,False,True,True,False
1565,51,21893,828,32949,36,4,623,89,1,False,False,False,False,False,False
1566,26,50573,552,158893,36,0,444,48,1,False,False,False,True,False,True
1567,43,116907,421,207684,24,1,764,44,1,False,False,False,False,False,False
1568,19,191946,309,420248,12,0,431,91,1,False,False,False,True,False,False
1569,26,119956,615,340681,24,0,392,70,1,False,False,False,False,False,True
1570,26,138580,572,413519,60,2,572,63,0,False,True,False,False,False,False
1571,57,184439,605,383147,24,4,833,49,1,False,False,False,True,True,False
1572,34,172271,509,218065,48,4,493,72,1,True,False,False,False,True,False
1573,18,111404,763,262798,12,1,469,85,0,False,True,False,False,False,True
1574,42,77724,715,410519,48,3,759,41,1,False,False,False,False,False,False
1575,60,106133,515,55701,24,2,310,83,1,False,False,False,True,False,True
1576,57,187477,379,317655,12,1,480,98,1,False,False,True,False,False,False
1577,59,35989,779,85664,48,1,531,39,0,False,True,False,False,False,True
1578,42,48931,846,416496,48,4,328,23,1,False,False,False,True,False,True
1579,56,29290,317,44427,12,2,831,13,1,False,True,False,False,False,False
1580,52,189439,464,102180,12,4,304,53,1,False,False,False,True,True,False
1581,20,141136,824,108550,36,3,845,92,1,False,False,True,False,False,True
1582,67,99878,501,405183,12,4,439,70,1,True,False,False,False,True,False
1583,54,110477,645,404877,24,0,327,57,1,False,False,True,False,False,False
1584,61,146299,665,82952,60,4,397,76,1,False,False,False,False,False,True
1585,61,181205,747,71046,36,0,561,67,0,False,True,False,False,False,False
1586,68,125686,812,111918,12,1,318,48,1,True,False,False,False,True,False
1587,47,178124,618,302344,60,3,311,20,1,False,True,False,False,False,False
1588,55,127286,516,334586,36,0,836,62,0,False,False,False,True,False,True
1589,51,60475,333,459887,24,3,824,45,1,False,False,False,False,True,False
1590,29,102666,565,96070,60,4,764,63,1,False,False,False,False,False,True
1591,36,116622,379,63168,12,4,887,8,1,False,True,False,False,True,False
1592,54,155705,712,315466,12,1,558,26,0,False,False,False,False,False,False
1593,61,168376,551,480200,24,4,323,38,1,False,True,False,False,False,False
1594,66,127573,311,435912,36,0,307,92,1,False,False,False,True,False,True
1595,34,66546,700,75246,60,1,527,99,0,False,False,False,True,False,True
1596,27,27008,581,174964,24,3,675,41,1,False,True,False,False,False,True
1597,66,68291,411,20583,36,1,422,2,1,False,False,True,False,True,False
1598,64,178477,677,349864,48,3,389,7,1,False,False,True,False,True,False
1599,29,56386,567,453431,48,2,755,25,0,False,False,False,True,False,True
1600,33,110909,597,160925,36,0,523,51,0,True,False,False,False,True,False
1601,41,171899,616,404325,12,0,556,50,0,False,False,True,False,True,False
1602,36,53040,808,244285,12,3,814,96,1,False,True,False,False,False,False
1603,25,80354,845,326901,48,4,447,64,1,False,False,False,True,False,False
1604,48,98543,664,273803,12,4,686,12,1,False,False,False,False,False,False
1605,38,38157,846,268382,12,2,737,53,0,False,False,False,False,False,True
1606,34,55315,570,126270,36,3,336,75,1,False,False,True,False,False,False
1607,40,55932,773,386355,36,2,405,10,1,True,False,False,False,False,False
1608,54,172236,836,20064,12,3,531,61,1,False,False,True,False,True,False
1609,33,165486,533,167187,36,2,445,55,1,True,False,False,False,False,False
1610,23,165399,358,168024,60,3,316,99,1,False,False,True,False,True,False
1611,25,133880,550,141692,48,0,458,68,0,False,False,False,False,False,False
1612,42,152018,385,104790,60,2,581,42,1,True,False,False,False,False,True
1613,35,34693,689,370129,60,2,577,66,0,False,False,False,False,False,True
1614,42,47241,479,49258,12,3,424,44,1,False,True,False,False,False,False
1615,29,135194,448,140542,12,1,719,28,1,False,True,False,False,False,False
1616,32,115790,420,420219,60,1,619,78,1,False,False,False,True,False,False
1617,43,166612,555,425787,60,0,781,58,0,False,False,False,False,False,True
1618,58,92255,608,291812,24,4,623,93,1,False,False,False,False,True,False
1619,62,192275,358,344403,24,4,694,2,1,False,False,False,True,True,False
1620,43,176153,368,117192,48,0,485,55,1,False,True,False,False,False,False
1621,64,31350,745,363720,60,4,765,34,1,False,True,False,False,False,True
1622,49,76809,687,110481,36,3,356,97,1,True,False,False,False,True,False
1623,27,121894,385,378649,24,1,757,20,1,True,False,False,False,False,False
1624,33,117557,526,168118,12,0,507,47,0,False,True,False,False,False,True
1625,24,193904,483,207049,60,3,373,94,1,False,False,True,False,False,True
1626,34,179441,621,252600,36,0,783,26,0,False,False,False,False,True,False
1627,40,51728,617,475471,36,1,384,84,1,True,False,False,False,False,True
1628,43,37576,698,10397,36,4,313,1,1,False,False,True,False,False,False
1629,38,180073,592,367069,12,3,348,65,1,True,False,False,False,False,False
1630,39,103384,592,88481,24,1,725,89,0,False,False,False,True,True,False
1631,24,20390,784,158305,36,0,658,97,0,False,False,False,False,False,True
1632,31,65436,746,481552,24,2,541,87,0,True,False,False,False,True,False
1633,32,31569,711,327452,48,3,352,75,1,False,True,False,False,True,False
1634,24,164101,807,205798,12,0,368,15,1,False,False,False,True,False,True
1635,26,42490,543,461435,24,0,851,14,0,False,False,False,True,True,False
1636,68,65875,719,6130,24,1,355,55,1,False,True,False,False,False,True
1637,65,25867,453,129293,36,0,755,1,1,False,False,False,True,False,False
1638,25,100820,723,19071,36,3,554,33,1,False,False,False,False,True,False
1639,67,119515,572,352661,12,3,304,70,1,True,False,False,False,False,True
1640,40,29121,819,377384,24,0,880,56,0,False,False,False,True,False,True
1641,46,21539,427,7118,60,1,351,23,1,False,False,False,False,False,True
1642,35,168099,672,136735,36,3,628,54,1,False,True,False,False,True,False
1643,48,147402,458,67408,36,2,397,90,1,True,False,False,False,False,False
1644,47,94229,475,56786,48,4,460,3,1,False,True,False,False,True,False
1645,69,159993,510,86271,12,1,705,46,0,True,False,False,False,False,False
1646,56,70435,746,24158,24,1,876,6,0,False,False,False,True,True,False
1647,52,161382,466,298231,24,4,626,25,1,False,False,False,True,True,False
1648,35,83965,759,93114,24,4,542,17,1,True,False,False,False,True,False
1649,59,131048,656,189193,36,3,803,28,1,False,False,False,False,False,False
1650,56,116444,603,24874,12,0,666,32,0,False,False,False,False,False,True
1651,34,89922,532,244139,24,0,741,93,0,False,False,False,False,True,False
1652,31,117799,626,350587,60,2,453,23,0,False,False,True,False,True,False
1653,48,113948,481,45821,48,0,533,16,1,False,False,False,False,False,False
1654,41,163314,633,120675,48,2,632,96,0,False,False,False,True,True,False
1655,52,28947,328,327726,24,2,794,26,1,False,False,True,False,False,True
1656,61,68785,392,127603,36,1,414,33,1,False,False,False,False,False,True
1657,62,139963,629,421003,48,1,668,58,0,False,False,False,True,False,False
1658,51,20507,483,462919,48,3,632,48,1,False,False,True,False,False,False
1659,20,178223,394,419921,48,4,429,83,1,False,False,False,True,False,True
1660,54,31618,652,74381,48,4,477,55,1,True,False,False,False,False,True
1661,60,94286,564,378944,24,2,394,41,1,False,False,False,True,False,True
1662,57,36122,318,397949,12,4,616,62,1,False,False,True,False,False,False
1663,43,158426,798,180725,12,2,400,17,1,False,False,False,False,False,True
1664,40,129598,438,349162,36,4,495,59,1,False,False,True,False,False,True
1665,61,182051,824,367736,60,3,507,14,1,False,False,False,False,False,True
1666,56,106436,554,358770,12,1,772,82,0,False,False,False,False,True,False
1667,32,156109,384,91217,60,1,307,21,1,False,True,False,False,False,False
1668,66,48633,757,259585,12,2,435,63,1,True,False,False,False,False,False
1669,21,44495,831,430468,12,4,560,46,1,False,True,False,False,False,False
1670,46,84550,391,471548,36,0,446,55,1,False,False,True,False,False,False
1671,39,56483,368,339943,48,3,757,62,1,False,True,False,False,True,False
1672,42,133181,336,329329,36,4,737,39,1,False,False,False,False,True,False
1673,30,54069,439,476529,12,0,712,42,1,False,False,True,False,True,False
1674,35,158442,477,308682,48,3,799,48,1,False,True,False,False,True,False
1675,50,139873,436,287487,48,3,531,28,1,False,False,False,True,True,False
1676,33,136843,489,216470,48,1,400,84,1,True,False,False,False,False,False
1677,62,91947,641,439448,60,2,446,6,1,False,False,False,True,False,False
1678,59,190205,304,125026,12,4,806,59,1,False,False,True,False,False,False
1679,61,115761,556,239257,24,3,857,90,1,False,True,False,False,True,False
1680,19,133753,542,58106,36,4,403,70,1,False,False,False,False,False,True
1681,52,151764,714,381466,60,3,635,39,1,False,True,False,False,False,False
1682,59,48926,642,86227,36,1,745,57,0,False,False,True,False,False,False
1683,51,119782,678,451295,24,2,743,54,0,False,False,True,False,False,True
1684,47,124700,445,161100,48,0,417,60,1,False,False,True,False,True,False
1685,30,93984,622,47135,24,0,816,90,0,False,False,True,False,False,True
1686,30,194462,421,167138,36,1,866,17,1,False,True,False,False,False,True
1687,35,69593,551,124599,24,3,830,40,1,False,False,False,True,False,False
1688,49,95609,610,234789,12,1,387,66,1,False,False,False,False,False,False
1689,49,25209,774,88470,24,2,775,85,0,False,False,False,False,True,False
1690,52,146700,791,288054,12,0,784,54,0,True,False,False,False,False,True
1691,56,157605,646,249090,24,4,594,71,1,False,False,True,False,True,False
1692,63,106597,786,143213,12,0,680,44,0,False,False,True,False,False,True
1693,69,27211,772,50950,12,2,582,84,0,False,False,True,False,False,False
1694,46,29927,681,191795,24,3,455,67,1,False,False,False,True,False,True
1695,66,137333,579,283369,60,1,479,57,0,False,False,True,False,True,False
1696,46,175666,371,498466,48,0,386,36,1,True,False,False,False,False,True
1697,61,96382,820,485339,48,0,705,57,0,True,False,False,False,True,False
1698,33,159005,665,300103,48,4,795,43,1,False,False,False,True,False,True
1699,61,123780,393,316336,12,1,566,44,1,False,False,True,False,False,False
1700,64,60696,672,84711,48,4,893,62,1,False,True,False,False,False,False
1701,27,87616,638,146123,12,4,363,83,1,False,True,False,False,True,False
1702,47,157161,736,207500,60,3,418,61,1,False,False,False,False,False,False
1703,42,177195,635,260284,24,0,640,94,0,False,False,False,True,False,True
1704,56,158869,791,270593,24,1,612,11,0,False,True,False,False,False,True
1705,37,70013,339,439311,12,3,462,77,1,False,False,False,False,False,False
1706,22,159418,658,371357,12,3,804,33,1,True,False,False,False,True,False
1707,18,184744,553,476145,60,3,592,66,1,False,False,False,False,False,True
1708,47,168725,697,165262,48,2,676,23,0,False,False,True,False,True,False
1709,66,69556,469,105245,60,2,841,49,1,False,False,True,False,False,True
1710,20,143723,810,102069,24,3,700,20,1,True,False,False,False,True,False
1711,62,46140,559,162213,24,2,699,94,0,False,False,False,True,True,False
1712,31,21184,758,238597,48,1,698,15,0,False,False,True,False,False,True
1713,47,185565,828,28908,24,0,786,66,0,False,False,True,False,False,True
1714,67,195220,640,371991,12,1,814,30,0,False,False,False,False,True,False
1715,21,175918,356,388054,24,0,323,89,1,False,False,False,False,False,True
1716,35,131361,517,259340,36,2,358,4,1,False,False,False,False,False,False
1717,54,173267,763,430538,48,1,539,64,0,False,True,False,False,False,True
1718,42,25606,546,448926,48,4,610,65,1,True,False,False,False,True,False
1719,65,155028,672,281156,48,3,620,8,1,False,False,False,True,False,True
1720,18,36555,716,433105,36,0,780,52,0,False,False,False,False,False,True
1721,63,110385,330,22412,60,0,871,14,1,False,False,False,True,True,False
1722,32,169762,667,494366,12,4,713,58,1,False,False,False,False,False,True
1723,26,78502,407,377174,48,4,621,11,1,False,False,True,False,True,False
1724,32,199921,717,291801,24,3,701,59,1,False,False,False,True,True,False
1725,66,177419,697,272800,12,2,358,24,1,False,True,False,False,True,False
1726,41,123844,571,145039,24,1,352,88,1,False,False,False,False,True,False
1727,21,111321,415,483174,12,1,363,32,1,True,False,False,False,False,False
1728,29,69056,555,413980,12,1,418,89,1,False,False,True,False,False,False
1729,54,118234,380,283017,24,2,585,46,1,False,False,False,False,True,False
1730,54,61850,427,99485,24,3,317,28,1,False,False,False,True,False,True
1731,60,47843,534,376527,12,1,304,16,1,False,False,False,False,False,False
1732,23,82320,480,449246,48,0,691,42,1,False,False,True,False,True,False
1733,56,49793,456,203879,24,0,459,16,1,True,False,False,False,False,False
1734,63,190588,753,6607,36,0,441,12,1,True,False,False,False,True,False
1735,41,168929,323,155595,36,4,696,76,1,True,False,False,False,False,False
1736,28,39627,772,53447,12,4,317,62,1,False,False,True,False,True,False
1737,30,81822,699,54757,60,2,879,34,0,False,False,False,False,False,False
1738,51,75798,433,265114,12,1,413,38,1,False,False,True,False,False,False
1739,42,195188,720,255495,12,4,833,84,1,False,False,True,False,False,True
1740,24,95318,512,229598,48,0,831,47,0,False,False,False,False,False,False
1741,69,124186,781,336345,48,4,760,79,1,False,True,False,False,False,True
1742,21,107902,647,395909,60,0,585,22,0,True,False,False,False,False,False
1743,25,179629,465,217916,60,1,304,80,1,False,False,False,True,True,False
1744,37,91334,647,469604,60,2,428,88,1,False,False,False,True,False,True
1745,46,126719,697,272606,60,3,798,3,1,False,False,False,False,False,False
1746,68,143099,734,383976,60,3,575,1,1,False,False,False,True,False,True
1747,62,193686,520,167867,12,0,382,53,1,False,True,False,False,True,False
1748,63,32720,607,205878,12,4,417,64,1,False,False,True,False,True,False
1749,27,77608,765,315609,36,4,328,44,1,True,False,False,False,True,False
1750,60,127449,398,459325,36,0,657,47,1,False,False,False,True,True,False
1751,51,122828,541,95027,24,1,456,38,0,False,False,False,True,True,False
1752,43,146613,457,55528,12,0,330,63,1,False,False,False,False,False,True
1753,58,92095,526,303374,60,1,585,81,0,False,False,False,False,False,True
1754,66,125924,722,53242,24,2,635,41,0,False,False,True,False,False,False
1755,20,116452,371,464099,48,2,869,21,1,True,False,False,False,False,False
1756,23,107593,542,119688,12,0,612,45,0,False,False,False,True,True,False
1757,22,186964,829,496582,36,2,898,13,0,False,False,True,False,True,False
1758,22,126975,344,6783,12,4,422,66,1,True,False,False,False,False,True
1759,64,97242,771,33390,12,1,670,66,0,False,False,True,False,True,False
1760,40,136041,670,144489,12,3,613,43,1,False,False,False,True,True,False
1761,66,146202,391,77102,12,3,327,62,1,False,False,False,False,True,False
1762,26,97606,321,284570,48,2,454,89,1,False,False,False,False,False,False
1763,52,143769,471,35750,36,1,529,92,1,False,False,False,False,False,True
1764,37,138542,491,63188,12,4,848,48,1,False,True,False,False,False,False
1765,66,126438,376,278016,48,3,305,26,1,False,False,True,False,True,False
1766,59,20924,580,99231,24,4,772,99,1,False,False,False,True,True,False
1767,52,71322,663,397004,12,4,617,92,1,False,False,True,False,False,False
1768,67,177550,478,184158,48,3,524,61,1,False,False,False,False,False,False
1769,35,91042,537,71770,60,3,332,62,1,False,False,True,False,False,True
1770,34,66418,434,236360,24,2,388,97,1,True,False,False,False,True,False
1771,41,120699,579,230440,36,1,633,82,0,False,False,True,False,True,False
1772,20,110140,318,391302,12,0,339,14,1,False,True,False,False,False,False
1773,49,31781,670,350658,12,1,674,54,0,False,True,False,False,False,True
1774,52,156587,411,224249,48,0,597,41,1,False,False,False,False,False,True
1775,55,137358,520,97663,36,3,692,60,1,False,False,False,True,True,False
1776,30,56133,603,170792,60,4,317,9,1,True,False,False,False,True,False
1777,64,117628,624,154151,24,1,826,44,0,False,False,False,True,False,False
1778,42,96946,736,415554,36,4,431,56,1,False,False,False,True,True,False
1779,26,105058,737,139363,12,1,589,94,0,True,False,False,False,False,False
1780,21,160167,469,210156,48,1,508,3,1,False,True,False,False,True,False
1781,31,171542,674,117808,60,4,626,98,1,False,False,False,False,True,False
1782,54,63129,680,115091,48,2,802,97,0,False,False,True,False,True,False
1783,51,28531,313,366416,24,3,578,91,1,False,True,False,False,False,True
1784,28,57038,799,54393,36,2,681,59,0,False,False,False,False,True,False
1785,58,107939,690,98558,48,2,608,73,0,False,True,False,False,True,False
1786,20,62674,848,74770,48,1,576,13,0,True,False,False,False,False,True
1787,45,147572,829,293864,12,3,375,30,1,False,False,False,True,False,True
1788,46,49831,791,280512,48,1,597,53,0,True,False,False,False,True,False
1789,26,77174,849,190385,60,0,677,80,0,False,False,True,False,False,True
1790,20,31279,684,315113,36,1,732,51,0,True,False,False,False,False,True
1791,42,189292,495,53838,24,4,411,42,1,False,False,False,True,False,True
1792,51,80610,599,13734,48,1,371,26,1,False,True,False,False,False,True
1793,29,73051,846,112187,60,0,616,59,0,False,False,False,False,False,False
1794,59,76652,607,104329,24,1,320,69,1,False,False,True,False,True,False
1795,26,85524,551,410413,60,0,487,91,0,False,True,False,False,False,False
1796,32,26470,307,336039,48,3,420,79,1,False,False,False,False,True,False
